11.7551,5.61134,09K95A
12.8347,-4.79478,0VM1CI
13.9538,-2.81455,1RGWDX
14.1688,14.8054,1T56G4
-36.2215,-13.5732,26QQrO
25.9443,22.9689,4XSG4Y
-2.92307,-7.26978,5MKWBH
-39.7226,14.4377,6LVPX8
7.85819,0.884751,9XELA5
29.337,30.7674,9XNMJT
9.6894,-0.0865769,DLODDN
-2.10113,-3.12501,DZVZH0
4.50698,-9.35546,EPJUNL
-20.1774,-30.5414,EUQG8X
-16.404,-20.3756,F80LGF
4.00183,-7.3499,F9HJUU
-28.0199,-0.106726,FMFSCB
-18.1859,-17.6309,G7E225
-5.70131,35.7693,H6CSMA
19.7156,19.2206,I5N225
14.0269,5.70059,J1O0BL
-8.25399,-17.3692,J3UYDR
28.1542,26.9497,JDWAOR
-33.5727,-15.9477,LYDUBY
-0.380281,8.60674,MKBDBY
6.45783,-6.12425,N5IZ3L
7.35821,-5.54975,NDBDKD
10.6999,8.4257,O3VQFQ
-0.755919,-13.917,QBC0SD
-12.0924,-18.7954,T80OF8
13.0997,13.9614,U6GTOL
-12.0726,-3.41485,UMKISW
-19.9321,-26.6479,VSTPH2
3.03478,-17.8286,W5FDMV
17.3352,19.1258,XAD1I4
-22.7903,5.43878,XXN4TH
8.22243,6.73172,XYBF9C
17.1315,6.83615,Y45ETC
-27.6436,-25.2654,YP7H46
20.0387,22.8472,ZIBR7F
7.62575,-1.20489,ZP6YP4
