-6.65115,13.6218,09K95A
-4.51115,-3.15365,0VM1CI
-29.7157,0.239132,1RGWDX
31.4588,1.38155,1T56G4
11.7021,4.6892,26QQrO
12.3064,1.57183,4XSG4Y
35.1095,29.2094,5MKWBH
-18.5592,6.4924,6LVPX8
-3.47677,8.20091,9XELA5
0.235269,1.74388,9XNMJT
-19.3495,-2.17572,DLODDN
18.1145,-11.1,DZVZH0
-7.93857,0.0108861,EPJUNL
-1.87889,-4.8145,EUQG8X
11.3466,31.5006,F80LGF
-31.3138,-11.1332,F9HJUU
-4.0546,-18.9431,FMFSCB
-2.79349,4.44027,G7E225
11.1004,-4.5217,H6CSMA
7.7705,9.92521,I5N225
5.87075,12.9863,J1O0BL
10.8141,14.0118,J3UYDR
4.86973,-6.46439,JDWAOR
-0.489692,-7.59946,LYDUBY
-17.6439,17.4626,MKBDBY
8.20598,0.951729,N5IZ3L
-14.1814,-18.2132,NDBDKD
2.73002,-17.0608,O3VQFQ
16.8644,-22.1559,QBC0SD
16.2944,8.13998,T80OF8
-18.8005,-8.76848,U6GTOL
-12.6256,-7.66681,UMKISW
2.46436,-34.3335,VSTPH2
14.0961,-2.64901,W5FDMV
11.1856,18.26,XAD1I4
29.5337,-19.2779,XXN4TH
-21.0388,-23.5565,XYBF9C
-28.1426,-8.22078,Y45ETC
-20.9419,39.3112,YP7H46
1.22059,-1.77729,ZIBR7F
0.813655,9.43512,ZP6YP4
